         SEQ_ID,  PER(VLXT),  RNK(VLXT), PER(VSL2B), RNK(VSL2B),   PER(VL3),   RNK(VL3), PER(IUP_S), RNK(IUP_S), PER(IUP_L), RNK(IUP_L),  PER(PFIT),  RNK(PFIT),   PER(MDP),   RNK(MDP),       dCDF,        dCH,   len(seq)
     A0A2P1CXZ6,      18.90,  0.2654810,      34.65,  0.3932437,      27.56,  0.3861018,      11.81,  0.2428330,       0.79,  0.2178538,      20.47,  0.2869898,      24.41,  0.2987505,  0.1351913, -0.0753916,   127
     A0A0H3JWK0,       3.46,  0.1973603,      16.02,  0.3512084,       0.00,  0.1229160,       5.19,  0.2630809,       3.46,  0.2775517,       6.49,  0.2191542,       0.87,  0.2180592,  0.2010673, -0.0861672,   231
         D9IEF7,      13.41,  0.2466643,       5.49,  0.2753443,       0.00,  0.1158019,       4.27,  0.1778250,       0.00,  0.1808506,       8.54,  0.1845378,       0.00,  0.1775370,  0.1513523, -0.1046321,   164
         Q705B3,      15.17,  0.2159345,      24.16,  0.3460349,       0.00,  0.3007672,       6.18,  0.2024494,       2.25,  0.1743573,      11.80,  0.2461258,       3.37,  0.1974837,  0.1793942, -0.1351982,   178
     A0A037YRW7,      41.86,  0.3937206,      23.26,  0.3674871,      17.83,  0.3491865,      17.83,  0.3282674,       9.30,  0.3101516,      14.73,  0.2933151,       1.55,  0.2821569,  0.0063628, -0.0634080,   129
     A0A3G6JEW6,      15.08,  0.1714618,      26.63,  0.3798632,       9.05,  0.2174830,       6.03,  0.2247950,       3.02,  0.2337343,      12.56,  0.2573932,       6.03,  0.2112079,  0.2209686, -0.1918805,   199
         Q9Y4U1,      21.58,  0.2412816,      15.77,  0.2905482,       6.64,  0.1975175,       7.47,  0.2002896,       3.32,  0.1830510,       7.88,  0.1820724,       2.90,  0.1828739,  0.1533360, -0.1764749,   241
     A0A1S9DW14,      13.86,  0.1993330,      10.62,  0.2705762,       3.83,  0.1632189,       2.95,  0.1726012,       0.00,  0.1685109,       6.19,  0.1623336,       2.06,  0.1622257,  0.1974240, -0.0964331,   339
         P80402,      13.86,  0.2035728,      10.62,  0.2734240,       3.83,  0.1668942,       2.95,  0.1762781,       0.00,  0.1700056,       6.19,  0.1634584,       2.06,  0.1644565,  0.1931466, -0.0977816,   339
     A0A3F3RXI7,       7.44,  0.1523299,      14.05,  0.2937969,       0.00,  0.1152519,       3.72,  0.2024887,       0.41,  0.2030502,       4.34,  0.1724614,       0.83,  0.1706879,  0.2408251, -0.0653910,   484
         Q9XAL8,      29.29,  0.3267010,      25.71,  0.3963148,       3.21,  0.2159021,      17.14,  0.3664404,      34.29,  0.4383288,      15.36,  0.2819542,      12.14,  0.3016233,  0.0721711, -0.0821736,   280
     A0A380N8Q9,      20.06,  0.2811284,       7.77,  0.3114555,       0.00,  0.1392831,       2.91,  0.1931074,       0.00,  0.2137071,       7.12,  0.1984845,       0.65,  0.1996471,  0.1171665, -0.2089381,   309
     A0A0P0QBS3,       5.75,  0.1250883,      20.69,  0.3298610,       0.00,  0.0527073,       2.53,  0.2033089,       2.30,  0.1991371,       9.20,  0.2221693,       0.46,  0.1799275,  0.2675816, -0.0666784,   435
         Q93009,      18.53,  0.2488237,      17.96,  0.3438896,       5.67,  0.2974592,      12.10,  0.2371411,       5.48,  0.2416441,      11.72,  0.2138308,       4.54,  0.2142216,  0.1499391, -0.0598251,   529
     A0A0A7S0J1,       7.55,  0.1460492,       7.35,  0.2824577,       0.00,  0.1167288,       2.04,  0.1507467,       0.20,  0.1564506,       3.88,  0.1572316,       0.82,  0.1488227,  0.2468651, -0.1406697,   490
     A0A0E3K5E4,      14.11,  0.1965538,      15.54,  0.3168923,       3.68,  0.1361754,       9.82,  0.1961218,       6.34,  0.1958186,       7.16,  0.2150623,       3.27,  0.1867415,  0.1980330, -0.0730478,   489
         O16453,      27.98,  0.3503907,      16.67,  0.3743260,       0.00,  0.1707034,      10.12,  0.2509315,       1.79,  0.2729283,      13.10,  0.2662487,       5.95,  0.2524709,  0.0501474, -0.0347358,   168
         Q9TYS3,      13.69,  0.2589639,      23.21,  0.3892719,       0.00,  0.1911191,       9.52,  0.2499368,       3.57,  0.2696429,      13.69,  0.2754294,       4.17,  0.2405408,  0.1406235, -0.0328086,   168
         Q9UT55,      13.90,  0.1878855,      20.50,  0.3048138,       8.66,  0.2049034,       3.19,  0.1591881,       0.00,  0.1451761,       4.56,  0.1736538,       1.59,  0.1617863,  0.2067220, -0.1552707,   439
         P31013,      23.90,  0.2726496,       9.87,  0.3060023,       1.54,  0.1742953,       2.41,  0.1747386,       1.75,  0.1920435,       4.61,  0.1890914,       1.32,  0.1890875,  0.1249750, -0.1608086,   456
         P22699,      17.53,  0.2171450,      20.13,  0.3663314,       0.00,  0.1781412,       5.84,  0.2429156,       2.60,  0.2243282,      18.18,  0.2880227,       5.19,  0.2231237,  0.1773660, -0.1541108,   154
         Q6LPV9,       5.67,  0.1989108,      13.33,  0.3240593,       0.00,  0.1586847,       4.00,  0.2128936,       0.33,  0.2296649,       5.33,  0.1857730,       1.33,  0.1918837,  0.2010760, -0.1502747,   300
         B2UPI7,      10.06,  0.1662977,      19.10,  0.3414834,       8.01,  0.2055926,       7.19,  0.2435802,       6.98,  0.2677867,       8.21,  0.1995752,       4.31,  0.2031205,  0.2278986, -0.0900854,   487
     A0A1U9WT24,      23.95,  0.2526187,      16.50,  0.3156983,       0.00,  0.1818530,       4.21,  0.1792185,       1.94,  0.1833436,       6.80,  0.2074934,       0.65,  0.1897288,  0.1432183, -0.1656991,   309
         P18031,      26.85,  0.3311071,      23.15,  0.3770938,       5.03,  0.2848864,       7.05,  0.2530207,       1.68,  0.2556519,      13.42,  0.2541974,       5.37,  0.2451785,  0.0691990, -0.0697282,   298
         Q43758,      28.63,  0.3221525,      40.32,  0.4471163,      22.98,  0.3806353,      18.55,  0.3346778,      18.15,  0.3619805,      24.60,  0.3417082,      20.56,  0.3647119,  0.0769523, -0.1261519,   248
         P24941,      11.71,  0.1777591,      11.71,  0.2802244,       0.00,  0.2211825,       4.01,  0.1562659,       0.00,  0.1206449,       6.69,  0.1636685,       1.00,  0.1497604,  0.2177158, -0.2269018,   299
     A0A0F8JXW8,      37.45,  0.3827879,      31.09,  0.3899589,      18.73,  0.3328174,       6.37,  0.2065888,       0.37,  0.1868128,      18.35,  0.2723916,       7.87,  0.2397566,  0.0165665, -0.1072962,   267
         P11731,      40.76,  0.3322781,       6.37,  0.2676653,       0.00,  0.1309481,       4.46,  0.1826210,       0.00,  0.1377001,      10.19,  0.2054454,       3.18,  0.1876184,  0.0639591, -0.2261519,   157
     A0A1F7J4N7,      15.70,  0.2611948,      17.49,  0.3799693,       9.87,  0.2995684,       4.48,  0.2422682,       3.14,  0.2577631,       9.87,  0.2529679,       0.00,  0.2323605,  0.1371776, -0.1475455,   223
     A0A126QV54,      47.25,  0.4458212,      36.26,  0.4427328,      24.91,  0.3898324,       8.06,  0.3224502,       6.59,  0.3357336,      15.02,  0.3202360,       1.47,  0.3111623, -0.0445871, -0.0696871,   273
         Q13451,      25.78,  0.2850125,      41.41,  0.4428268,      38.28,  0.3846480,      14.06,  0.3094413,      10.94,  0.2961520,      32.03,  0.3777082,      14.84,  0.2851902,  0.1128520, -0.1249640,   128
         Q2Q1W2,       3.23,  0.1265608,      13.26,  0.3230504,       1.79,  0.1721102,       5.02,  0.2645251,       1.43,  0.2459047,       7.17,  0.1946395,       3.23,  0.1924468,  0.2678573, -0.1601857,   279
         O60911,       5.43,  0.1537825,      11.31,  0.3736999,       0.00,  0.1957936,       6.33,  0.2604465,       0.45,  0.2516559,       7.24,  0.2040337,       2.26,  0.2072698,  0.2442946, -0.1088372,   221
         M1UZ70,      18.56,  0.2672586,      44.33,  0.4280221,       2.58,  0.1961033,      14.95,  0.3227614,      20.10,  0.3642685,      24.23,  0.3336939,       8.51,  0.2860008,  0.1308971, -0.0926396,   388
         B2V8L9,      11.49,  0.2059974,      14.92,  0.3220754,       3.83,  0.2509421,       1.61,  0.1237115,       0.00,  0.1295415,       3.43,  0.1602387,       0.60,  0.1569275,  0.1899562, -0.1586875,   496
         D6QLY0,       7.80,  0.1387175,      24.28,  0.3670511,       0.00,  0.1046734,       7.80,  0.2485249,       7.80,  0.2738689,      13.58,  0.2619452,       2.31,  0.2150181,  0.2547887, -0.0247599,   346
         P11172,      26.36,  0.3173007,      11.63,  0.3110842,       1.55,  0.2289208,       5.04,  0.1639961,       1.55,  0.1459816,       6.98,  0.2016323,       0.39,  0.1899992,  0.0796186, -0.2787299,   258
     A0A0S2GKZ1,      31.91,  0.3434128,      21.28,  0.3595310,       0.00,  0.1888458,      15.74,  0.2990829,      11.91,  0.3130921,      13.19,  0.2654008,       5.53,  0.2634200,  0.0555298, -0.1626477,   235
         Q9KLD5,      26.67,  0.2941672,      24.44,  0.3548758,       3.33,  0.2268346,      16.67,  0.3263816,      19.44,  0.3719973,       8.33,  0.2308479,       2.78,  0.2630448,  0.1032426, -0.0903560,   180
         C1JI15,      10.59,  0.2028774,      17.45,  0.3450542,       6.23,  0.1975315,       3.74,  0.2290337,       0.93,  0.2380592,       7.48,  0.1952560,       1.87,  0.2017134,  0.1936552, -0.0662006,   321
         B0XZD3,      32.84,  0.3486192,      33.83,  0.4179562,      15.42,  0.2646434,      14.43,  0.3022556,       6.47,  0.2936177,      21.89,  0.3262953,      15.92,  0.3255647,  0.0468869, -0.1236562,   201
     A0A0H2WVW5,      30.77,  0.3416817,      58.97,  0.5397106,      51.28,  0.4848317,      21.37,  0.3804309,      16.24,  0.4112024,      26.50,  0.3934693,      30.77,  0.4252209,  0.0582212, -0.1192773,   117
         F6ZMG3,      38.82,  0.4115743,      29.61,  0.3782270,       0.00,  0.2382318,      10.53,  0.3125671,       4.61,  0.2902013,      17.11,  0.2912876,       1.97,  0.2806429, -0.0097837, -0.0940594,   152
         P45984,      12.96,  0.1894092,      12.39,  0.2755939,       8.17,  0.2232090,       4.23,  0.1479902,       1.97,  0.1354159,       6.76,  0.1600997,       0.00,  0.1514181,  0.2067285, -0.1936221,   355
         C3TR70,      16.77,  0.2692716,      15.53,  0.3167011,       0.00,  0.2241527,       7.45,  0.2710876,       2.48,  0.2503097,      13.66,  0.2242243,       1.86,  0.2219323,  0.1316433, -0.0999405,   161
     A0A778V697,      10.99,  0.1494085,      21.18,  0.3484206,       8.04,  0.2226298,       4.56,  0.2278627,       4.83,  0.2472727,       5.36,  0.1971258,       1.07,  0.1950151,  0.2453136, -0.1422661,   373
       P01116-2,      28.40,  0.3551790,      24.85,  0.3653295,       2.96,  0.2752860,       9.47,  0.2895367,       2.96,  0.2959287,       9.47,  0.2699560,       2.96,  0.2626550,  0.0426065, -0.0677896,   169
     A0A1E9VR34,      11.54,  0.1936590,      14.42,  0.3320847,       0.00,  0.1400840,       4.81,  0.2650272,       4.17,  0.3125854,       6.41,  0.1881939,       0.32,  0.2152583,  0.2033068, -0.1084775,   312
         U3KQA6,      11.48,  0.1657448,      14.75,  0.2799702,      13.11,  0.1675885,       9.02,  0.1700344,       0.00,  0.1478188,      18.85,  0.2338526,       0.82,  0.1662368,  0.2261524, -0.1149996,   122
         Q15059,      19.47,  0.2694906,      21.24,  0.3732159,       0.00,  0.2213571,       8.85,  0.2335823,       1.77,  0.1851196,      15.93,  0.2826235,       4.42,  0.2240053,  0.1253001, -0.0893433,   113
         P35079,      26.72,  0.3400313,       9.92,  0.3563356,       0.76,  0.2505939,      12.21,  0.3302062,       3.05,  0.3019215,      12.98,  0.2542411,       1.53,  0.2637893,  0.0597121, -0.1606727,   131
         Q9Y316,      10.88,  0.1874641,      16.33,  0.3421028,       0.00,  0.1512567,       3.40,  0.1899997,       0.00,  0.1687512,       6.80,  0.2042873,       0.00,  0.1821008,  0.2066949, -0.1479898,   294
         Q6TRZ5,       7.69,  0.1495309,      17.48,  0.3298999,       0.00,  0.1277559,       5.59,  0.2514540,       0.70,  0.2374376,      10.49,  0.2479254,       2.80,  0.2027080,  0.2446237, -0.0539653,   143
         P22897,       3.70,  0.1335674,      16.30,  0.3453142,       0.00,  0.1901584,       3.70,  0.2007711,       0.00,  0.1852336,       8.89,  0.2329508,       1.48,  0.1829729,  0.2638907, -0.0114413,   135
         Q4QED0,      12.50,  0.2738630,      18.75,  0.3723717,       0.00,  0.1476395,      11.46,  0.3426782,       8.33,  0.3448541,      25.00,  0.3046879,       9.38,  0.2730757,  0.1236592, -0.1034443,    96
         O60674,      11.64,  0.2049242,      15.27,  0.3181793,       0.00,  0.1874452,       2.91,  0.1946182,       0.00,  0.1680658,       5.45,  0.1754010,       0.00,  0.1768647,  0.1888335, -0.1558159,   275
     A0A6B9VKN0,       5.77,  0.1468886,       6.73,  0.2554842,       2.88,  0.1932136,       3.85,  0.0987413,       0.00,  0.0514295,      12.50,  0.1771364,       1.92,  0.1216134,  0.2493002, -0.1906857,   104
         P53686,      11.85,  0.2130550,       8.71,  0.2891161,       1.05,  0.2137686,       5.57,  0.1756299,       0.00,  0.1571549,       8.36,  0.1808714,       2.44,  0.1693045,  0.1816659, -0.1771153,   287
         Q842J9,      10.34,  0.1839841,      10.85,  0.3158941,       0.00,  0.1278065,       2.84,  0.2208387,       1.55,  0.2381973,       7.75,  0.1864407,       1.03,  0.1908926,  0.2148899, -0.1315440,   387
         M2RAI8,      20.28,  0.2841822,      16.59,  0.3310817,       0.00,  0.1182459,       5.53,  0.2657364,       5.07,  0.2921244,      12.90,  0.2430343,       2.76,  0.2360265,  0.1133002, -0.1652335,   217
     A0A1Q9N9N5,      11.27,  0.2013799,      13.85,  0.2927898,       4.23,  0.1878207,       2.82,  0.1490652,       0.00,  0.1371127,       4.69,  0.1736230,       1.64,  0.1589951,  0.1960478, -0.2199795,   426
         Q12864,      19.71,  0.3287402,      31.25,  0.3781603,      11.06,  0.2660580,      14.42,  0.3260798,      13.46,  0.3593143,      11.06,  0.2671477,       2.88,  0.2765737,  0.0714156, -0.1141161,   208
         P62554,      30.69,  0.3813444,       7.92,  0.3308835,       0.00,  0.1775894,       4.95,  0.2138604,       0.00,  0.1485670,       9.90,  0.2393114,       0.00,  0.2189944,  0.0198020, -0.2019033,   101
         Q7SF71,      36.33,  0.3397945,      21.09,  0.3578174,       0.00,  0.2709251,       2.34,  0.1997269,       2.34,  0.2144232,       5.47,  0.2113257,       1.17,  0.2205147,  0.0581645, -0.1879540,   256
     A0A7G7AIH9,      29.96,  0.3599910,       5.06,  0.2990469,       0.00,  0.1663091,       4.64,  0.2119722,       1.27,  0.2030135,       5.49,  0.1880393,       3.80,  0.2103438,  0.0396665, -0.2035166,   237
         Q9CDV0,      12.00,  0.2604282,      21.60,  0.3664086,      12.00,  0.2650298,       7.20,  0.1960040,       0.00,  0.1769868,      20.00,  0.2780727,       3.20,  0.2129834,  0.1393426, -0.1823747,   125
         T2D1F5,      19.78,  0.2875205,      15.22,  0.3438385,       4.57,  0.1809636,       4.57,  0.2058108,       1.52,  0.2347057,       8.48,  0.2178192,       3.26,  0.2149491,  0.1118296, -0.2089616,   460
         Q9D8T0,      18.86,  0.2645991,      30.86,  0.3837104,       3.43,  0.2515734,      12.57,  0.2611577,       9.14,  0.2739874,      18.86,  0.2831524,       2.86,  0.2444345,  0.1348854, -0.1520841,   175
     A0A510IM14,      18.52,  0.1805334,      11.85,  0.3426647,       0.00,  0.1786702,       7.41,  0.2261711,       0.00,  0.2192751,       8.89,  0.2202909,       1.48,  0.1981559,  0.2124093, -0.1224306,   135
     A0A0R6PCL0,       7.20,  0.1316543,      17.60,  0.3817507,       0.00,  0.2183220,       8.80,  0.1652096,       0.00,  0.1544620,      13.60,  0.2391762,       4.80,  0.1787088,  0.2613426, -0.1004505,   125
         B2KJ46,      12.86,  0.1851635,      21.43,  0.3452135,       7.50,  0.2031813,       6.79,  0.2190211,       0.36,  0.2242343,       7.50,  0.2126965,       1.79,  0.1977214,  0.2110997, -0.1815113,   280
         Q76CE7,      39.01,  0.4078990,      25.11,  0.3937230,      11.66,  0.2608340,       4.48,  0.1931198,       0.45,  0.2070002,      24.66,  0.3498491,       4.93,  0.2585985, -0.0099076, -0.3863258,   223
     A0A1Q3QTC5,       9.22,  0.2012107,      11.95,  0.3404842,       0.00,  0.1309700,       5.46,  0.2566090,       4.78,  0.2628230,       7.85,  0.2194580,       4.78,  0.2134308,  0.1986094, -0.1274391,   293
     A0A1F4JXW8,      31.48,  0.3601080,      38.89,  0.4550893,      10.74,  0.2619162,      11.85,  0.3279562,      17.04,  0.3695774,      24.44,  0.3468795,      21.48,  0.3535877,  0.0390759, -0.1592578,   270
     A0A1B0UHJ2,      13.16,  0.1699932,      13.74,  0.3299392,       8.19,  0.2420938,       8.48,  0.2102964,       5.56,  0.2219399,       4.09,  0.1737009,       0.29,  0.1843116,  0.2257426, -0.1130946,   342
         Q9UIF9,      25.71,  0.3721416,      29.52,  0.3725712,       0.00,  0.2425610,       6.67,  0.2597810,       0.00,  0.1845557,      26.67,  0.3624353,       5.71,  0.2585808,  0.0305045, -0.0559257,   105
         Q8CI52,      22.03,  0.2536896,      26.55,  0.3629706,      16.38,  0.2117140,       3.95,  0.1706514,       0.00,  0.1447070,      10.73,  0.2458941,       6.21,  0.2316045,  0.1452342, -0.1193356,   177
         Q8SXK5,      15.34,  0.2128730,      23.51,  0.3373480,      16.73,  0.2452728,      12.75,  0.2047080,       9.36,  0.2112446,      10.76,  0.2128051,      15.14,  0.2373752,  0.1825155, -0.1008502,   502
         X5CZV5,      15.15,  0.1970715,      24.68,  0.3654184,       8.66,  0.1638837,       7.79,  0.2434693,       2.60,  0.2754391,      12.99,  0.2515960,       8.23,  0.2221658,  0.1993357, -0.2230441,   231
     A0A482A9N4,      27.39,  0.3030209,      12.61,  0.3154161,       7.39,  0.1936074,      11.30,  0.2826465,       6.96,  0.3282489,      15.65,  0.2273167,       7.39,  0.2427749,  0.0976991, -0.1470045,   230
     A0A0H5WZA5,      21.74,  0.2788509,      25.75,  0.3763770,       9.36,  0.2596835,       4.35,  0.2629996,       2.01,  0.2966157,       6.35,  0.2197763,       2.34,  0.2391033,  0.1203914, -0.1135287,   299
         P11142,      18.95,  0.2825417,      23.16,  0.3598678,      10.26,  0.2306471,       2.63,  0.2364830,       0.79,  0.2736108,      11.84,  0.2133045,       3.95,  0.2276346,  0.1177163, -0.1638802,   380
     A0A452CSW8,       4.88,  0.1155251,       9.02,  0.2883522,      10.73,  0.2144549,       2.20,  0.1392805,       0.00,  0.1307638,       5.61,  0.1508947,       1.46,  0.1374694,  0.2779376, -0.1809606,   410
         Q15818,      10.24,  0.1866710,      10.24,  0.2690825,       0.00,  0.1153209,       8.78,  0.1989477,       0.98,  0.1929323,       8.29,  0.1920088,       1.46,  0.1732737,  0.2074499, -0.1879802,   205
